term,coef,std_error,t_value,p_value,ci_low,ci_high,nobs,r2,outcome,lag_length,spec,spec_type,interpretation_note,naive_std_error,standard_error_note,n_lags
const,0.34641005500297617,0.05760870442495991,6.0131547560526,1.8194718747652243e-09,0.2334990691340415,0.45932104087191084,120.0,0.4888481302382507,gap_equal_main,3,S1_delivery_policy_month_fe,sensitivity_delivery,Dynamic relative response; not a pure causal effect or ATT.,,,
policy_intensity_m_lag0,-0.3709486339925594,0.11374791707743374,-3.2611466084256877,0.0011096265175174326,-0.5938904547807781,-0.1480068132043407,120.0,0.4888481302382507,gap_equal_main,3,S1_delivery_policy_month_fe,sensitivity_delivery,Dynamic relative response; not a pure causal effect or ATT.,,,
policy_intensity_m_lag1,-0.062239833817962595,0.0812858154308854,-0.765691203170411,0.4438600625334129,-0.22155710451646815,0.09707743688054295,120.0,0.4888481302382507,gap_equal_main,3,S1_delivery_policy_month_fe,sensitivity_delivery,Dynamic relative response; not a pure causal effect or ATT.,,,
policy_intensity_m_lag2,-0.03481531783148801,0.07931914946652882,-0.43892701908231396,0.6607144182832936,-0.19027799407023394,0.12064735840725793,120.0,0.4888481302382507,gap_equal_main,3,S1_delivery_policy_month_fe,sensitivity_delivery,Dynamic relative response; not a pure causal effect or ATT.,,,
policy_intensity_m_lag3,-0.19482538114836223,0.09653084637977989,-2.0182707233485098,0.0435630740425037,-0.3840223634498995,-0.005628398846824978,120.0,0.4888481302382507,gap_equal_main,3,S1_delivery_policy_month_fe,sensitivity_delivery,Dynamic relative response; not a pure causal effect or ATT.,,,
delivery_intensity_m_lag0,0.5622962383380388,0.14895112228767388,3.775038614694415,0.0001599828791764188,0.2703574031973766,0.854235073478701,120.0,0.4888481302382507,gap_equal_main,3,S1_delivery_policy_month_fe,sensitivity_delivery,Dynamic relative response; not a pure causal effect or ATT.,,,
delivery_intensity_m_lag1,0.14051872270890914,0.13331016786750224,1.0540735561039238,0.29184924197913875,-0.12076440508438402,0.4018018505022023,120.0,0.4888481302382507,gap_equal_main,3,S1_delivery_policy_month_fe,sensitivity_delivery,Dynamic relative response; not a pure causal effect or ATT.,,,
delivery_intensity_m_lag2,0.19835635455525633,0.11019583089873008,1.8000350189068923,0.07185510890363697,-0.01762350525272069,0.4143362143632333,120.0,0.4888481302382507,gap_equal_main,3,S1_delivery_policy_month_fe,sensitivity_delivery,Dynamic relative response; not a pure causal effect or ATT.,,,
delivery_intensity_m_lag3,0.3385115932256124,0.10498008256604309,3.2245315963878616,0.0012617893179593651,0.13275441230212673,0.5442687741490981,120.0,0.4888481302382507,gap_equal_main,3,S1_delivery_policy_month_fe,sensitivity_delivery,Dynamic relative response; not a pure causal effect or ATT.,,,
month_2,-0.05837925892308449,0.054692125607069896,-1.0674161641203055,0.28578395249466937,-0.16557385535088232,0.04881533750471334,120.0,0.4888481302382507,gap_equal_main,3,S1_delivery_policy_month_fe,sensitivity_delivery,Dynamic relative response; not a pure causal effect or ATT.,,,
